"","ctrl_A","ctrl_B","IL6_A","IL6_B","IL10_A","IL10_B","IL6IL10_A","IL6IL10_B","X1","X2","X3","X4"
"Phtf1os",22.92265325,30.02979035,21.24383957,28.08872883,25.76256125,24.94665187,15.89046519,19.76477486,0,0,0,0
"Phtf1",470.4127101,416.4130929,405.4032717,403.6454365,441.6439071,456.4313342,435.0014845,392.9702296,0,0,0,0
"Magi3",121.5897259,159.1578889,127.4630374,104.032329,99.36987909,146.908061,130.1031837,105.7996772,0,0,0,0
"Lrig2",620.9049119,623.6186463,597.4829878,573.2181328,579.657628,648.6129486,605.8239853,527.8357522,0,0,0,0
"Slc16a1",227.2332583,239.2373298,371.7671924,452.5406312,345.0343024,462.8989847,485.6523423,410.4097368,0,0,0,0
"Gm6485",1230.846816,1212.202537,1627.809207,1406.517088,1604.639529,1397.012505,1585.073903,1605.597299,0,0,0,0
"Ppm1j",14.94955647,15.01489518,14.16255971,22.88711238,16.56164651,15.70715118,10.92469482,23.25267631,0,0,0,0
"Rhoc",1234.833364,1114.105222,1301.185174,1316.008962,1190.598366,1141.078335,1266.271445,1540.489805,0,0,0,0
"Mov10",1308.584509,1272.262118,1152.478297,1142.274972,1110.550408,969.2236226,994.1472283,1201.000731,0,0,0,0
"Capza1",1615.548735,1608.59577,2050.030518,2031.751385,2045.363345,2066.876305,2171.034806,2174.125235,0,0,0,0
"St7l",552.1369521,510.506436,630.2339072,662.6859358,619.2215614,621.8183966,663.4269216,662.7012748,0,0,0,0
"Wnt2b",16.94283066,26.02581831,12.39223975,16.64517264,5.520548838,24.94665187,16.88361926,11.62633815,0,0,0,0
"Cttnbp2nl",5395.793247,5365.322543,8673.682663,9252.635342,8653.460304,8734.100004,9233.353428,9599.867414,0,0,0,0
"Ddx20",429.5505891,347.3445751,447.0057909,428.6131955,457.2854621,419.4733314,462.8097986,424.3613426,0,0,0,0
"Inka2",79.73096782,101.1002942,81.43471834,142.5242907,69.00686048,72.0681054,65.5481689,80.22173326,0,0,0,0
"Rap1a",1564.720243,1544.532217,1449.89205,1500.146184,1550.354132,1489.407512,1700.279775,1557.929313,0,0,0,0
"Gm5547",75.74441943,66.06553878,45.14315908,49.93551792,59.80594575,52.66515394,56.60978223,47.66798643,0,0,0,0
"Adora3",67.77132264,84.08341299,635.5448671,573.2181328,613.7010125,631.0578973,1044.798086,960.3355315,0,0,0,0
"I830077J02Rik",144.5123792,186.1847002,870.1122623,801.0489333,1047.064096,865.7412148,1362.60739,1335.866254,0,0,0,0
"Atp5pb",2840.415728,2819.797314,3981.449599,3546.462096,4070.484677,3773.412083,4551.625122,4469.164386,0,0,0,0
"Wdr77",617.9150006,617.6126883,984.2979,858.2667143,781.1576606,847.2622134,998.1198446,942.8960243,0,0,0,0
"Ovgp1",14.94955647,14.01390216,15.04771969,12.48387948,18.40182946,29.56640221,8.938386668,8.138436708,0,0,0,0
"Chil3",922.8859525,987.9801026,890.4709419,719.9037167,938.4933025,798.2928598,764.7286372,804.5426003,0,0,0,0
"Dennd2d",66.77468555,48.04766457,79.66439838,83.2258632,78.20777521,77.61180581,95.34279113,95.33597286,0,0,0,0
"Cept1",2882.274487,2255.237256,6592.671546,6773.544941,7413.176998,6841.850262,8385.199849,8699.988841,0,0,0,0
"Dram2",3666.627882,3355.328576,5521.627968,5466.898889,5894.105976,5559.407566,6359.165538,6311.938984,0,0,0,0
"Lrif1",528.2176618,525.5213312,489.49347,448.379338,528.1325055,536.8149902,479.6934179,452.2645542,0,0,0,0
"Cd53",13066.90899,12534.43449,20247.14943,19849.36837,21268.83449,20147.65521,23829.73886,24089.77266,0,0,0,0
"Kcna3",27.90583874,31.03078337,48.68379901,58.25810424,32.20320156,53.58910401,41.71247112,43.01745117,0,0,0,0
"AI504432",98.66707267,119.1181684,131.8888373,155.0081702,119.6118915,138.5925104,129.1100297,132.540255,0,0,0,0
"Lamtor5",1066.401695,1022.013865,1125.923497,1126.670123,1183.237634,1059.770729,1310.963378,1253.319253,0,0,0,0
"Rbm15",391.6783794,392.3892606,413.3697116,429.6535188,397.4795164,445.3439334,424.0767897,474.3545967,0,0,0,0
"Strip1",858.1045411,892.8857665,1202.932416,1219.258896,1095.828944,1093.956882,1258.326212,1277.734563,0,0,0,0
"Ahcyl1",2679.957156,2778.756601,2605.910987,2814.0745,2658.144266,2746.903556,2740.112091,2662.431437,0,0,0,0
"Csf1",314.9373229,348.3455681,404.5181118,462.9438641,423.2420776,425.0170318,562.125206,583.6421753,0,0,0,0
"Gm5075",18.93610486,37.03674144,33.63607932,27.04840554,34.96347598,30.49035228,26.81516001,33.71638065,0,0,0,0
"Gstm5",92.68725009,110.1092313,82.31987832,66.58069056,84.64841552,78.53575588,89.38386668,82.54700089,0,0,0,0
"Gstm2",51.82512908,60.05958071,50.45411897,42.65325489,38.64384187,36.0340527,44.69193334,39.52954972,0,0,0,0
"Gstm1",3215.151277,3739.709892,2443.92671,2102.493369,2081.246912,2313.570973,2300.144836,1989.266458,0,0,0,0
"Gstm4",180.3913147,209.2075395,147.821717,122.7581482,153.655276,154.2996616,139.0415704,145.3292269,0,0,0,0
"Ampd2",1085.337799,1113.104229,1094.057738,1172.444348,905.3700095,1120.751434,1096.442098,1177.748055,0,0,0,0
"Gnai3",3124.457301,3179.153805,3558.343128,3583.913734,3501.868146,3500.846812,3714.396238,3679.736026,0,0,0,0
"Amigo1",186.3711373,175.1737771,180.5726363,199.7420717,177.5776543,200.497165,227.432283,201.1356501,0,0,0,0
"Cyb561d1",845.1482588,837.8311509,756.8117846,690.7746646,800.4795816,770.5743577,769.6944076,745.2482757,0,0,0,0
"Atxn7l2",174.4114921,179.1777491,156.6733168,172.6936661,174.8173799,154.2996616,161.8841141,180.2082414,0,0,0,0
"Psma5",477.3891698,434.4309671,584.2055881,494.1535628,545.6142435,454.583434,521.405889,599.9190487,0,0,0,0
"Sort1",3151.366503,3496.46859,2111.106557,2001.58201,1804.299379,2198.077215,1841.307654,1668.379525,0,0,0,0
"Psrc1",159.4619356,127.1261125,107.9895178,93.6290961,108.5707938,85.92735643,103.2880237,83.70963471,0,0,0,0
"Sars",1906.566768,1795.781463,1872.998522,1799.759292,1901.829075,1841.432488,1921.753134,2020.657571,0,0,0,0
"Tmem167b",1667.373864,1638.62556,1718.980685,1793.517352,1773.016269,1695.448377,1878.054354,1800.91978,0,0,0,0
"Taf13",341.8465245,305.3028686,354.0639928,363.0728282,322.952107,358.4926268,374.419086,381.3438915,0,0,0,0
"Wdr47",292.0146696,298.2959175,262.8925146,278.8066417,258.5457039,291.0442718,309.8640712,277.8694819,0,0,0,0
"Clcc1",1130.186469,1086.077418,1330.395453,1368.025126,1422.461417,1347.119201,1496.68319,1424.226424,0,0,0,0
"Gpsm2",285.0382099,352.3495401,195.620356,164.3710798,181.2580202,163.5391622,182.7403497,169.744537,0,0,0,0
"Stxbp3",2165.692413,2043.026737,1376.423772,1381.549329,1622.121267,1606.74917,1427.162405,1420.738522,0,0,0,0
"Prpf38b",2910.180325,2876.853916,2676.723785,2927.469738,2890.007317,3110.939883,2849.359039,3000.757878,0,0,0,0
"Fam102b",2518.501946,2488.468627,1669.411726,1732.138278,1512.630382,1677.893326,1519.525734,1547.465608,0,0,0,0
"Gm19391",21.92601615,25.02482529,25.66963948,22.88711238,23.9223783,12.93530097,17.87677334,20.92740868,0,0,0,0
"Slc25a24",1192.974606,1153.14395,1362.261212,1439.807433,1303.769617,1239.940993,1398.360937,1377.721071,0,0,0,0
"Vav3",1715.212445,1638.62556,2432.41963,2477.009754,2543.132832,2514.992088,2748.057324,2471.759492,0,0,0,0
"Prmt6",336.863339,374.3713864,433.7283912,445.2583681,454.5251877,431.4846823,462.8097986,424.3613426,0,0,0,0
"Rnpc3",500.311823,472.4687016,493.03411,480.62936,500.5297613,473.9863855,537.2963542,463.8908923,0,0,0,0
"S1pr1",2765.667946,2719.698013,2815.693903,2869.211634,2741.87259,2732.120355,2643.776146,2415.953068,0,0,0,0
"A930005H10Rik",100.6603469,114.1132033,102.6785579,88.42747965,87.40868994,101.6345076,119.1784889,108.1249448,0,0,0,0
"Dph5",132.552734,152.1509378,207.1274358,231.9920937,184.9383861,187.561864,208.5623556,211.5993544,0,0,0,0
"Slc30a7",1935.469244,1912.897646,2166.871636,2263.743479,2121.730937,2368.084027,2340.864153,2067.162924,0,0,0,0
"Extl2",490.3454521,482.4786317,370.8820324,415.0889927,363.4361319,389.9069292,371.4396238,362.7417504,0,0,0,0
"Vcam1",259.1256454,215.2134975,174.3765164,105.0726523,191.3790264,151.5278113,181.7471956,91.84807142,0,0,0,0
"Cdc14a",188.3644115,183.1817212,192.0797161,217.4275676,185.8584776,182.9421137,204.5897393,226.713594,0,0,0,0
"Rtca",488.3521779,474.4706876,560.3062686,547.2100506,534.5731458,518.3359888,574.0430549,656.8881057,0,0,0,0
"Dbt",314.9373229,280.2780433,294.758274,326.6615131,329.3927474,288.2724216,339.6586934,337.1638065,0,0,0,0
"Lrrc39",51.82512908,53.05262962,54.87991888,37.45163844,50.60503102,49.89330374,50.65085779,49.99325406,0,0,0,0
"Trmt13",98.66707267,109.1082383,154.0178369,117.5565318,104.8904279,113.6458585,109.2469482,105.7996772,0,0,0,0
"Sass6",321.9137826,291.2889664,249.6151149,271.5243787,268.6667101,286.4245214,252.2611349,244.1531012,0,0,0,0
"Mfsd14a",1706.242711,1615.602721,1640.201447,1834.08996,1765.655537,1885.782091,1914.801055,1877.653612,0,0,0,0
"Slc35a3",1084.341162,1028.019823,1079.010018,1093.379778,1020.381444,1112.435883,1119.284642,1082.412082,0,0,0,0
"Agl",1465.056534,1546.534203,1270.204574,1292.081526,1232.922574,1396.088555,1192.778043,1248.668718,0,0,0,0
"Frrs1",1356.42309,1380.369363,1182.573736,1385.710622,1180.47736,1351.738951,1133.188799,1268.433493,0,0,0,0
"Snx7",276.0684761,253.251232,173.4913565,228.8711238,229.1027768,247.6186185,196.6445067,169.744537,0,0,0,0
"Ptbp2",270.0886535,276.2740713,302.7247138,282.9679349,284.3082652,309.5232732,340.6518475,260.4299746,0,0,0,0
"Alg14",200.3240566,172.170798,237.2228752,253.8388828,257.6256125,229.1396172,318.8024578,270.893679,0,0,0,0
"Cnn3",16.94283066,17.0168812,113.3004777,126.9194414,138.013721,102.5584577,308.8709171,292.9837215,0,0,0,0
"Abcd3",1087.331074,1183.17374,1060.421658,1125.6298,1174.03672,1153.089686,1070.620092,1114.965829,0,0,0,0
"Arhgap29",14.94955647,16.01588819,15.93287968,12.48387948,20.24201241,18.47900138,13.90415704,12.78897197,0,0,0,0
"Gclm",2129.813478,2152.134975,2554.571708,2663.227623,2287.347402,2646.192998,2669.598152,2219.467954,0,0,0,0
"Gm17494",2274.325857,1947.932401,2269.550194,2262.703156,2328.751518,2226.719667,2428.261712,2483.38583,0,0,0,0
"Dnttip2",1204.934251,1141.132033,1378.194092,1400.275148,1440.863247,1345.271301,1570.176591,1499.797622,0,0,0,0
"Bcar3",628.8780086,695.6901432,1167.526016,1181.807257,1089.388304,1025.584577,1206.6822,1199.838097,0,0,0,0
"Fnbp1l",1511.898477,1374.363405,2217.325755,2678.832472,2185.217249,2257.210019,2312.062685,3108.882822,0,0,0,0
"Pde5a",57.80495167,56.05560866,38.94703921,32.25002199,42.32420776,53.58910401,38.7330089,29.06584538,0,0,0,0
"1810037I17Rik",30.89575003,18.01787421,24.7844795,13.52420277,34.0433845,15.70715118,17.87677334,12.78897197,0,0,0,0
"Usp53",109.6300807,101.1002942,109.7598378,121.7178249,120.531983,127.5051095,132.0894919,115.1007477,0,0,0,0
"Sec24d",1671.360413,1699.686134,2561.652988,2706.921201,2509.089447,2794.948959,2921.859286,2893.795567,0,0,0,0
"Mettl14",406.6279359,452.4488413,513.3927895,549.2906971,489.4886637,527.5754895,500.5496534,554.5763299,0,0,0,0
"Snhg8",276.0684761,232.2303787,242.5338351,338.1050693,300.8699117,252.2383689,295.9599141,280.1947495,0,0,0,0
"Camk2d",1633.488203,1764.75068,2550.145908,2715.243787,2509.089447,2580.592543,2573.262206,2610.112916,0,0,0,0
"Ank2",25.91256454,36.03574842,76.12375845,60.33875082,68.08676901,79.45970595,100.3085615,72.08329655,0,0,0,0
"Larp7",600.9721699,563.5590656,697.5060658,683.4924016,678.1074156,677.2554007,735.927169,720.8329655,0,0,0,0
"Zgrf1",126.5729114,96.09532913,103.5637179,100.9113591,113.1712512,94.24290706,74.48655557,99.98650812,0,0,0,0
"Alpk1",1170.051953,1202.192607,1407.404371,1488.702628,1441.783338,1470.92851,1346.716925,1505.610791,0,0,0,0
"Tifa",3525.105415,3440.412982,3036.983898,2914.985859,3189.037046,3158.061336,3098.640712,3017.034751,0,0,0,0
"Ap1ar",653.7939361,631.6265904,774.5149842,746.9521223,721.3517149,732.6924049,782.6054105,767.3383182,0,0,0,0
"Fam241a",296.001218,275.2730782,347.8678729,417.1696393,412.2009799,382.5153286,467.775569,445.2887513,0,0,0,0
"Elovl6",120.5930888,142.1410077,149.592037,135.2420277,105.8105194,157.0715118,119.1784889,122.0765506,0,0,0,0
"Gar1",112.619992,151.1499448,161.9842767,169.5726963,153.655276,147.8320111,191.6787363,210.4367206,0,0,0,0
"Pla2g12a",129.5628227,119.1181684,141.6255971,122.7581482,129.7328977,125.6572094,156.9183437,154.6302974,0,0,0,0
"Casp6",798.3063153,736.7308567,887.8154619,766.7182648,993.6987909,909.1668681,1114.318871,997.5398136,0,0,0,0
"Mcub",1161.082219,1117.108201,1287.022614,1226.541159,1193.358641,1096.728732,1356.648465,1359.11893,0,0,0,0
"Sec24b",2350.070276,2412.393158,2890.047341,2994.050429,2556.014112,2807.88426,2837.44119,2887.982397,0,0,0,0
"Ostc",940.8254202,913.9066198,1196.736296,1191.170167,1199.799281,1083.793431,1266.271445,1223.090774,0,0,0,0
"Rpl34",703.625791,656.6514157,683.3435061,588.8229822,725.9521722,586.7082939,734.934015,580.1542739,0,0,0,0
"Hadh",986.6707267,1004.996984,711.6686255,646.0407631,702.9498854,667.09195,603.8376772,545.2752594,0,0,0,0
"Sgms2",73.75114523,96.09532913,70.81279856,50.97584121,53.36530544,51.74120387,41.71247112,53.48115551,0,0,0,0
"Papss1",996.6370977,999.9920188,814.3471834,751.1134154,745.2740932,790.9012592,765.7217913,737.109839,0,0,0,0
"Dkk2",65.77804845,49.04865758,29.21027941,18.72581922,41.40411629,30.49035228,42.70562519,30.2284792,0,0,0,0
"Aimp1",509.2815569,528.5243102,469.1347904,433.8148119,437.9635412,448.1157836,466.7824149,430.1745117,0,0,0,0
"Tbck",361.7792665,397.3942257,366.4562325,403.6454365,409.4407055,457.3552842,426.0630979,452.2645542,0,0,0,0
"Gstcd",99.66370977,127.1261125,128.3481974,107.1532989,123.2922574,117.3416588,124.1442593,109.2875786,0,0,0,0
"Ints12",1060.421872,1077.068481,975.4463001,959.1780734,1001.059523,962.7559721,1008.051385,1025.443025,0,0,0,0
"Ppa2",363.7725407,317.3147847,310.6911537,354.7502419,368.9566807,344.6333758,331.7134608,330.1880036,0,0,0,0
"Tet2",1064.40842,1141.132033,1966.82548,2165.95309,1855.824501,2156.499461,2246.514516,2397.350927,0,0,0,0
"Cenpe",487.3555408,417.4140859,432.8432312,322.5002199,471.0868342,363.1123772,443.9398712,405.7592016,0,0,0,0
"Slc9b2",27.90583874,24.02383228,13.27739973,22.88711238,24.84246977,28.64245214,13.90415704,18.60214105,0,0,0,0
"Cisd2",1206.927525,1205.195586,1377.308932,1346.178337,1380.13721,1417.339406,1418.224018,1414.925353,0,0,0,0
"4930539J05Rik",100.6603469,163.1618609,198.275836,229.9114471,207.0205814,210.6606158,246.3022104,206.9488191,0,0,0,0
"Ube2d3",5521.369521,5163.121955,7153.862974,7137.658093,7348.770595,7195.723139,8256.089819,7966.366903,0,0,0,0
"Manba",1483.992638,1543.531224,1356.950252,1416.920321,1417.86096,1428.426807,1326.853843,1303.312507,0,0,0,0
"Nfkb1",4471.910657,4262.228244,3909.75164,4122.801198,3909.468669,4060.760554,3885.218739,3969.231846,0,0,0,0
"Slc39a8",217.2668873,219.2174696,465.5941505,597.1455685,622.9019273,600.567545,658.4611512,721.9955994,0,0,0,0
"Bank1",86.7074275,103.1022802,80.54955836,89.46780294,80.96804963,65.60045491,62.56870668,48.83062025,0,0,0,0
"Ppp3ca",2474.649914,2614.593747,2391.702271,2561.27594,2349.913622,2419.825231,2581.207439,2597.323944,0,0,0,0
"H2afz",193.347597,250.2482529,172.6061965,131.0807345,183.0982031,142.2883107,131.0963378,125.5644521,0,0,0,0
"Dnajb14",1030.522759,1084.075432,923.2218612,956.0571035,966.0960467,1021.888777,921.6469809,902.2038407,0,0,0,0
"Lamtor3",1025.539574,1135.126075,1300.300014,1332.654135,1362.655472,1351.738951,1512.573655,1511.42396,0,0,0,0
"Dapp1",1353.433179,1418.407098,1193.195656,1220.299219,1420.621234,1317.552799,1315.929148,1241.692915,0,0,0,0
"Mttp",20.92937905,31.03078337,38.94703921,29.12905212,35.88356745,31.41430235,24.82885186,33.71638065,0,0,0,0
"Trmt10a",96.67379848,73.07248986,95.59727805,117.5565318,92.00914731,97.93870733,92.36332891,113.9381139,0,0,0,0
"Adh5",1513.891751,1462.45079,1580.010568,1453.331636,1572.436327,1591.965969,1526.477812,1506.773425,0,0,0,0
"Metap1",727.5450813,703.6980873,987.8385399,926.9280514,916.4111072,931.3416697,1077.572171,1103.339491,0,0,0,0
"Eif4e",866.0776379,777.7715702,1375.538612,1467.896162,1422.461417,1351.738951,1612.882217,1723.023314,0,0,0,0
"Tspan5",353.8061697,328.3257079,341.671753,344.347009,331.2329303,364.9602773,391.3027053,374.3680886,0,0,0,0
"Rap1gds1",4283.546246,4351.316622,4309.843952,4223.712558,3721.770009,4044.129453,4332.138072,4412.195329,0,0,0,0
"Pdlim5",2898.22068,2953.930378,2475.79247,2467.646844,2516.450179,2637.877448,2388.535549,2413.627801,0,0,0,0
"Gbp5",1073.378154,918.9115848,1217.980135,1025.758764,946.7741258,804.7605103,1373.532085,1166.121717,0,0,0,0
"Gbp7",1769.030848,1807.793379,2156.249716,2125.380482,1957.034563,1684.360976,2573.262206,2425.254139,0,0,0,0
"Gbp3",2040.116139,1803.789407,2814.808743,2510.300099,2556.934204,2132.47676,3550.525816,3199.56826,0,0,0,0
"Gbp2b",44.8486694,38.03773445,82.31987832,62.4193974,80.96804963,47.12145353,95.34279113,73.24593037,0,0,0,0
"Gbp2",4183.882536,3741.711878,11212.32149,9792.563129,8422.517344,6660.756049,16444.64516,13762.09647,0,0,0,0
"Kyat3",40.86212101,51.0506436,43.37283912,49.93551792,48.76484807,33.26220249,27.80831408,37.20428209,0,0,0,0
"Gtf2b",888.0036541,909.9026477,839.1316629,887.3957664,955.9750405,902.6992176,956.4073735,919.643348,0,0,0,0
"Pkn2",1124.206646,1062.053586,1081.665498,1199.492753,1165.755896,1214.994341,1211.647971,1155.658013,0,0,0,0
"Lmo4",1263.73584,1096.087348,750.6156647,745.911799,764.5960141,869.4370151,758.7697127,739.4351066,0,0,0,0
"Hs2st1",1149.122574,1098.089334,1262.238134,1356.58157,1362.655472,1559.627717,1310.963378,1342.842057,0,0,0,0
"Selenof",5635.982787,5536.492348,6070.427156,5731.141005,5964.95302,5824.581236,6037.383617,6127.080207,0,0,0,0
"Sh3glb1",6972.473136,6730.677011,7264.507972,7458.077666,7755.451026,7716.830978,8300.781753,7961.716368,0,0,0,0
"Odf2l",170.4249437,173.171791,181.4577963,207.0243347,175.7374714,209.7366657,162.8772682,174.3950723,0,0,0,0
"Znhit6",181.3879518,196.1946303,226.6009554,213.2662745,200.5799411,195.8774147,214.52128,219.7377911,0,0,0,0
"Bcl10",2281.302317,2135.118094,1936.730041,1907.952914,1865.945507,1915.348493,1830.382959,1925.321598,0,0,0,0
"2410004B18Rik",289.0247583,249.2472599,316.0021136,368.2744447,328.4726559,340.0136255,360.514929,353.4406799,0,0,0,0
"Mcoln3",237.1996293,198.1966163,167.2952366,145.6452606,173.8972884,162.6152122,169.8293467,147.6544946,0,0,0,0
"Mcoln2",1472.032993,1372.361419,2594.403907,2611.211458,2795.237895,2719.185054,3425.388402,3217.007767,0,0,0,0
"Ssx2ip",227.2332583,214.2125045,459.3980306,435.8954585,455.4452792,466.5947849,528.3579675,488.3062025,0,0,0,0
"Ctbs",696.6493313,641.6365206,715.2092654,735.5085661,789.4384839,765.9546074,795.5164135,716.1824303,0,0,0,0
"Spata1",53.81840328,47.04667155,53.10959892,61.37907411,46.00457365,50.81725381,37.73985482,40.69218354,0,0,0,0
"Gng5",1445.123792,1337.326664,1469.36557,1278.557323,1423.381509,1269.507395,1409.285631,1342.842057,0,0,0,0
"Rpf1",505.2950085,544.5401984,562.0765886,551.3713437,594.3790916,583.9364437,602.8445231,575.5037386,0,0,0,0
"Prkacb",5447.618376,5458.414893,4885.197941,4847.906532,4947.331851,5000.417774,4617.173291,4634.258388,0,0,0,0
"Adgrl2",1189.984695,1247.237293,627.5784272,704.2988674,665.226135,762.2588071,631.6459912,563.8774005,0,0,0,0
"4930555A03Rik",62.78813716,87.08639203,49.56895899,73.86295359,64.40640311,74.8399556,73.4934015,62.78222603,0,0,0,0
"Ifi44",1459.076711,1288.278006,894.0115818,797.9279635,1201.639464,671.7117003,880.9276639,1126.592167,0,0,0,0
"Dnajb4",840.1650734,789.7834863,778.9407841,783.3634374,778.3973862,711.4415533,723.0161661,805.7052341,0,0,0,0
"Fubp1",1580.666437,1581.568959,2403.209351,2404.187123,2177.856517,2332.049975,2480.898878,2594.998676,0,0,0,0
"Miga1",177.4014034,197.1956233,121.2669175,139.4033209,121.4520744,118.2656089,129.1100297,106.962311,0,0,0,0
"Usp33",1320.544154,1313.302831,1230.372375,1312.887992,1310.210258,1319.400699,1223.565819,1284.710366,0,0,0,0
"Zzz3",1604.585727,1559.547112,1358.720572,1489.742951,1532.872394,1576.258818,1432.128175,1437.015396,0,0,0,0
"Pigk",1806.903058,1888.873813,1898.668161,1869.460952,1809.819927,1885.782091,1826.410343,1949.736908,0,0,0,0
"Gm5858",27.90583874,20.01986024,36.29155926,35.37099186,37.7237504,24.94665187,39.72616297,26.74057775,0,0,0,0
"Rabggtb",705.6190652,623.6186463,693.9654259,636.6778535,686.3882389,595.0238446,772.6738698,705.7187259,0,0,0,0
"Acadm",1746.108195,1696.683155,1291.448414,1306.646052,1393.01849,1365.598202,1313.94284,1318.426747,0,0,0,0
"Tyw3",94.68052428,74.07348287,95.59727805,111.314592,96.60960467,94.24290706,106.2674859,88.36016997,0,0,0,0
"Cryz",177.4014034,147.1459727,138.0849572,129.000088,155.4954589,140.4404105,110.2401022,115.1007477,0,0,0,0
"Fpgt",591.0057989,573.5689958,555.8804687,612.7504178,584.2580854,612.5788959,648.5296105,585.967443,0,0,0,0
"Zranb2",1184.004872,1255.245237,1502.116489,1476.218749,1517.230839,1436.742358,1619.834295,1591.645693,0,0,0,0
"Ptger3",81.72424201,80.07944094,24.7844795,21.84678909,26.68265272,33.26220249,35.75354667,13.95160578,0,0,0,0
"Ankrd13c",820.2323314,870.8639203,1032.096539,1150.597559,1044.303822,1097.652682,1116.305179,931.2696861,0,0,0,0
"Srsf11",2465.68018,2520.500404,2548.375588,2757.897042,2647.103168,2558.417742,2801.687644,2721.725762,0,0,0,0
"Lrrc40",561.106686,566.5620447,483.2973502,447.3390147,503.2900358,447.1918335,410.1726327,397.6207649,0,0,0,0
"Depdc1a",31.89238713,41.04071348,30.09543939,12.48387948,31.28311008,23.09875173,19.86308149,26.74057775,0,0,0,0
"Wls",2779.620865,2720.699006,2255.387634,2408.348416,2480.566611,2417.977331,2375.624546,2434.555209,0,0,0,0
"Gm11787",384.7019197,450.4468553,547.9140288,465.0245106,518.9315908,415.7775311,557.1594357,558.0642314,0,0,0,0
"Tmem68",947.8018799,821.8152627,755.0414646,699.0972509,772.8768374,752.0953563,713.0846253,830.1205442,0,0,0,0
"Tgs1",2034.136316,1950.93538,1725.176805,1687.404376,1781.297092,1643.707173,1868.122814,1783.480273,0,0,0,0
"Lyn",8111.629338,7976.913311,11155.67125,10485.41844,10346.42861,9565.655066,11699.35499,11764.69158,0,0,0,0
"Rps20",3206.181543,3103.078337,2813.038423,2670.509886,3156.833844,2553.797991,2925.831903,2946.114088,0,0,0,0
"Plag1",54.81504037,46.04567854,21.24383957,27.04840554,25.76256125,42.50170318,23.83569778,25.57794394,0,0,0,0
"Chchd7",293.0113067,351.3485471,303.6098738,295.4518144,327.5525644,303.9795728,355.5491586,272.0563128,0,0,0,0
"Impad1",801.2962266,820.8142697,840.0168229,958.1377501,878.6873568,983.0828736,938.5306002,958.0102639,0,0,0,0
"Fam110b",230.2231696,261.2591761,159.3287968,172.6936661,148.1347272,142.2883107,161.8841141,181.3708752,0,0,0,0
"Ubxn2b",281.0516616,302.2998896,257.5815548,272.564702,269.5868016,299.3598224,220.4802045,239.502566,0,0,0,0
"Sdcbp",25323.55202,25092.89282,32581.85378,31080.69861,32456.22671,31621.26717,32406.61744,33851.24617,0,0,0,0
"Nsmaf",1195.964517,1187.177712,1109.105457,1042.403937,1037.863182,1039.443828,986.2019957,951.034461,0,0,0,0
"Rab2a",2577.303535,2508.488488,2812.153263,2801.59062,2964.534726,2853.157814,3016.208924,2892.632933,0,0,0,0
"Chd7",336.863339,403.4001837,1017.048819,1065.291049,1005.65998,994.1702745,1126.23672,1118.45373,0,0,0,0
"Asph",2957.022269,2787.765538,3584.012767,4116.559259,3785.25632,3762.324682,3583.2999,4238.962891,0,0,0,0
"4930412C18Rik",19.93274195,37.03674144,22.12899955,23.92743567,23.9223783,12.93530097,17.87677334,24.41531012,0,0,0,0
"2610301B20Rik",241.1861776,259.2571901,217.7493556,219.5082142,273.2671675,242.9988682,199.6239689,242.9904674,0,0,0,0
"Plekhf2",1264.732477,1255.245237,1017.048819,1058.008786,1008.420254,1101.348482,1046.784394,998.7024474,0,0,0,0
"Ndufaf6",42.8553952,59.0585877,63.7315187,80.10489333,40.48402481,59.13280443,69.5207852,59.29432459,0,0,0,0
"Trp53inp1",2885.264398,3104.07933,1343.672853,1366.984803,1491.468278,1651.098774,1139.147723,1013.816687,0,0,0,0
"Ccne2",95.67716138,73.07248986,84.97535827,70.74198372,78.20777521,54.51305408,73.4934015,73.24593037,0,0,0,0
"Ints8",597.9822586,531.5272893,623.1526273,688.694018,694.6690622,645.8410984,717.0572416,692.929754,0,0,0,0
"Dpy19l4",694.6560571,670.6653179,524.0147093,602.3471849,553.8950668,650.4608487,536.3032001,554.5763299,0,0,0,0
"Gm11821",33.88566132,46.04567854,36.29155926,43.69357818,40.48402481,43.42565325,34.7603926,49.99325406,0,0,0,0
"Virma",1765.0443,1732.718903,1774.745764,1737.339894,1682.847304,1798.930785,1927.712058,1859.051471,0,0,0,0
"Rad54b",57.80495167,52.05163661,36.29155926,24.96775896,29.44292714,24.94665187,14.89731111,19.76477486,0,0,0,0
"Gem",77.73769362,75.07447588,71.69795854,116.5162085,62.56622017,110.8740083,73.4934015,118.5886492,0,0,0,0
"Pdp1",833.1886137,823.8172487,588.631388,589.8633055,624.7421102,708.6697031,625.6870668,589.4553444,0,0,0,0
"Tmem67",412.6077584,411.4081278,344.327233,324.5808665,294.4292714,287.3484715,288.0146815,288.3331862,0,0,0,0
"Rbm12b2",602.9654441,542.5382124,560.3062686,606.5084781,582.4179024,630.1339472,558.1525897,620.8464574,0,0,0,0
"Rbm12b1",191.3543228,194.1926443,199.1609959,188.2985155,163.7762822,207.8887656,194.6581986,177.8829738,0,0,0,0
"Fam92a",52.82176618,82.08142697,69.92763858,63.45972069,83.72832405,72.99205547,64.55501483,45.3427188,0,0,0,0
